15.730144,0.078000
28.131578,0.160000
30.844139,0.239000
25.905018,0.319000
10.718202,0.397000
-4.541245,0.479000
-16.672888,0.557000
-23.364094,0.638000
-22.188604,0.718000
-13.574694,0.796000
-2.882911,0.874000
8.306544,0.950999
18.666155,1.065999
19.634775,1.145000
12.543246,1.227999
4.499732,1.307999
-5.432954,1.386000
-12.928289,1.466000
-15.479520,1.544000
-12.630374,1.634000
-5.907753,1.714000
2.370951,1.795000
9.206934,1.873000
13.050502,1.951000
12.979618,2.031000
8.477939,2.112000
2.666258,2.192001
-3.557952,2.272001
-7.633201,2.348001
-9.384947,2.427001
-8.199983,2.504002
-4.654134,2.582002
0.517235,2.666002
5.462320,2.748002
8.360111,2.827003
8.200053,2.904003
6.786816,2.981003
3.082581,3.060004
-1.689887,3.151004
-4.531905,3.230004
-6.527100,3.312004
-4.987286,3.391004
-2.726750,3.469004
0.288223,3.547005
3.804195,3.645005
5.586264,3.725005
5.153002,3.802006
3.900107,3.883006
1.318717,3.962006
-1.185789,4.040006
-3.699591,4.123006
-3.610396,4.201005
-3.056834,4.278005
-1.627957,4.358004
0.451122,4.436003
2.410753,4.514002
3.503091,4.594002
3.696749,4.684001
3.011356,4.762001
1.475493,4.840000
-0.233405,4.919999
-1.672214,4.999999
-2.095583,5.076998
-1.975391,5.165998
-0.982854,5.242998
0.258215,5.320997
1.425980,5.396996
2.314012,5.477996
2.766409,5.558995
2.425954,5.637994
1.416327,5.721993
0.423174,5.799993
-0.635846,5.881992
-1.033661,5.959992
-1.076509,6.039992
-0.551911,6.116991
0.314393,6.201991
